baujahr,stadt,Bevölkerung,DistanzNamur,DistanzMaastricht,DistanzBrüssel,DistanzLuxemburg,kaufpreis,fläche_m2,schlafzimmer,badezimmer,parkplätze,garten,Haus,Wohnung
1964,HERSTAL,600000,72,27,103,175,240000,100.0,2,1,2,1,1,0
1964,ANS,27322,63,35,91,173,340000,428.0,4,1,7,1,1,0
1964,ARLON,30047,129,156,188,33,550000,186.0,4,2,3,1,1,0
1964,COUVIN,14151,66,164,107,182,200000,170.0,8,1,2,0,1,0
1965,AWIRS,2893,50,47,94,183,225000,125.0,3,1,1,1,1,0
1965,GRÂCE-HOLLOGNE,23574,56,41,94,177,220000,211.0,4,1,3,1,1,0
1965,NAMUR,110175,0,93,66,154,245000,115.0,3,1,2,0,0,1
1965,BERTRIX,8164,88,159,147,84,165000,126.0,4,1,7,1,1,0
1965,VILLERS-SUR-LESSE,12555,45,131,104,112,275000,150.0,3,1,2,0,1,0
1965,ATHUS,7757,141,184,200,31,295000,165.0,5,1,5,0,1,0
1965,CHERATTE,4679,72,22,103,177,245000,196.0,4,1,1,0,1,0
1966,AMAY,14231,46,56,94,165,165000,143.0,2,1,2,1,1,0
1966,LIÈGE,195965,65,32,97,166,199000,90.0,2,1,1,0,0,1
1966,SERAING,63968,65,48,101,166,110000,62.0,2,1,1,0,0,1
1966,HODEIGE,5012,53,48,79,185,169000,108.0,3,1,2,1,0,1
1967,SOMME-LEUZE,4656,49,76,110,136,205000,90.0,3,1,5,1,1,0
1967,ROCHEFORT,12609,49,101,112,114,249000,93.0,2,2,4,0,1,0
1967,COUVIN,14151,66,164,107,182,165000,125.0,2,1,2,1,1,0
1967,LIÈGE,195965,65,32,97,166,165000,86.0,2,1,1,0,0,1
1967,LIÈGE,195965,65,32,97,166,165000,86.0,2,1,1,0,0,1
1967,BASTOGNE,16377,86,118,147,83,179000,198.0,3,1,4,0,1,0
1967,NEUFCHÂTEAU,7770,91,144,150,63,250000,215.0,3,1,1,0,1,0
1967,BOUGE,4507,2,92,64,153,299000,200.0,4,1,1,0,1,0
1967,SAIVE,13300,76,29,107,175,165000,104.0,2,1,3,0,1,0
1967,AYWAILLE,12000,91,59,123,146,299000,211.0,6,2,1,0,0,0
1968,LIBIN,5223,67,153,126,85,210000,124.0,3,1,6,0,1,0
1968,BOUGE,4507,2,92,64,153,450000,180.0,4,2,4,0,1,0
1968,HOUSSE,9265,76,28,106,180,425000,160.0,3,1,1,0,1,0
1968,BLÉGNY,13300,77,29,107,181,245000,150.0,4,1,1,1,1,0
1968,JUPILLE-SUR-MEUSE,10784,77,29,108,167,429000,250.0,5,1,3,1,1,0
1968,HUY,21293,38,68,86,162,225000,140.0,2,1,1,0,0,1
1968,SCLAYN,25240,14,78,71,160,259000,200.0,6,1,3,0,1,0
1968,GRAND-MANIL,21964,21,106,48,180,265000,95.0,2,1,5,0,1,0
1968,COMBLAIN-AU-PONT,5384,73,61,126,157,249000,204.0,3,1,1,0,1,0
1968,WAREMME,15437,51,54,78,191,199000,195.0,5,1,1,0,1,0
1968,ARLON,30047,129,156,188,33,195000,80.0,2,1,1,1,0,1
1969,STRÉE-LEZ-HUY,4200,51,70,93,155,219000,86.0,2,1,7,1,1,0
1969,ANGLEUR,10882,68,35,100,162,340000,140.0,5,1,1,0,1,0
1969,LONTZEN,5695,101,53,131,161,370000,200.0,5,1,3,0,1,0
1969,OUPEYE,25297,73,23,103,187,269000,163.0,3,1,2,1,1,0
1969,BEAUFAYS,21012,79,47,111,153,715000,300.0,4,3,7,0,1,0
1969,CHÊNÉE,195965,69,36,101,164,149000,80.0,2,1,1,0,0,1
1969,NANDRIN,5539,57,55,111,156,474000,290.0,4,1,5,0,1,0
1970,STEMBERT,55198,96,49,127,141,219000,140.0,3,1,3,0,1,0
1970,VIRTON,11233,133,175,191,52,169000,90.0,2,1,1,0,1,0
1970,FLÉMALLE-GRANDE,26174,56,46,98,173,349000,125.0,2,1,4,0,1,0
1970,GODINNE,1739,15,111,83,149,575000,250.0,4,2,4,1,1,0
1970,LOUVEIGNÉ,14645,86,54,119,149,495000,245.0,4,1,2,0,1,0
1970,NAMUR,110175,0,93,66,154,999000,500.0,6,2,15,1,1,0
1970,VEDRIN,494325,5,90,62,155,190000,149.0,4,2,7,1,1,0
1970,MALMEDY,12654,121,73,151,116,449000,422.0,9,6,8,0,1,0
1970,RHISNES,9226,9,95,59,167,420000,188.0,3,1,4,1,1,0
1970,HAM-SUR-SAMBRE,19074,22,107,78,178,225000,89.0,3,1,4,0,1,0
1970,CLAVIER,4617,52,70,113,144,335000,193.0,4,2,6,0,1,0
1970,DURBUY,11374,56,83,117,141,285000,205.0,4,1,1,0,1,0
1970,DAVE,1498,7,102,74,149,250000,270.0,6,1,2,0,1,0
1970,NAMUR,110175,0,93,66,154,445000,200.0,4,1,5,0,1,0
1970,VITRIVAL,10449,23,120,83,172,240000,116.0,2,1,1,0,1,0
1970,KEUMIÉE,28211,26,111,68,183,249900,170.0,2,1,4,1,1,0
1970,WAREMME,15437,51,54,78,191,225000,115.0,3,1,4,1,1,0
1970,LA CALAMINE,11061,102,41,133,161,259000,140.0,3,1,3,0,1,0
1970,ANDENNE,27010,34,78,76,155,189000,135.0,3,1,4,0,1,0
1970,LIÈGE,195965,65,32,97,166,325000,115.0,2,1,1,0,0,1
1970,BRESSOUX,12579,67,31,100,166,195000,204.0,4,2,1,0,1,0
1971,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,449000,300.0,6,2,8,0,1,0
1971,LIÈGE,195965,65,32,97,166,265000,90.0,2,1,1,1,1,0
1971,CHÊNÉE,195965,69,36,101,164,169000,100.0,3,1,1,0,0,1
1971,CRUPET,440,17,106,78,144,250000,140.0,4,1,1,1,1,0
1971,SUARLÉE,110939,7,96,69,168,295000,124.0,3,1,7,1,1,0
1971,LIÈGE,195965,65,32,97,166,245000,110.0,3,1,1,0,0,1
1971,ARLON,30047,129,156,188,33,625000,164.0,3,1,3,0,1,0
1971,CHERATTE,4679,72,22,103,177,149000,170.0,3,1,2,1,1,0
1971,CHERATTE,4679,72,22,103,177,175000,170.0,3,1,2,1,1,0
1971,SOMME-LEUZE,4656,49,76,110,136,110000,45.0,1,1,1,0,1,0
1972,JAMBES,19399,1,94,67,155,350000,120.0,3,1,4,0,1,0
1972,SENSENRUTH,5477,87,172,146,97,350000,223.0,4,1,3,0,1,0
1972,AUBANGE,16042,140,182,198,34,210000,130.0,2,1,3,1,0,1
1972,ESNEUX,13049,81,49,113,158,350000,155.0,3,1,4,1,1,0
1972,WAREMME,15437,51,54,78,191,250000,120.0,3,1,5,1,1,0
1972,RIVIÈRE,12117,14,109,67,150,180000,85.0,4,2,7,1,1,0
1972,LIMONT,840,49,52,80,189,240000,200.0,3,1,4,1,1,0
1972,VOTTEM,7464,67,32,97,173,209000,136.0,3,1,2,0,1,0
1973,ANS,27322,63,35,91,173,244000,129.0,4,1,3,0,1,0
1973,WIERDE,1793,9,97,69,146,285000,132.0,2,1,1,1,1,0
1973,HUY,21293,38,68,86,162,275000,125.0,3,1,4,1,1,0
1973,GLONS,8986,75,20,105,189,179000,154.0,3,1,3,0,0,1
1973,VISÉ,17925,78,18,95,182,369000,302.0,6,1,2,0,1,0
1974,AUBEL,4275,93,27,123,153,175000,102.0,3,1,2,0,0,1
1974,BUTGENBACH,5574,136,88,166,113,299000,150.0,4,2,5,1,1,0
1974,SOMME-LEUZE,4656,49,76,110,136,279000,126.0,3,1,6,0,1,0
1974,VISÉ,17925,78,18,95,182,495000,324.0,5,1,6,1,1,0
1974,WÉPION,6538,6,99,71,160,490000,190.0,3,1,8,0,1,0
1974,LIÈGE,195965,65,32,97,166,229000,117.0,2,1,2,0,1,0
1974,MONTZEN,10401,102,35,132,161,254000,115.0,2,1,3,0,1,0
1974,SAINT-MARTIN,8468,18,105,55,176,215000,95.0,1,1,1,0,1,0
1974,THIMISTER,5296,88,41,119,174,160000,100.0,2,1,1,0,0,1
1974,THIMISTER,5296,88,41,119,174,175000,102.0,3,1,2,0,0,1
1974,THIMISTER,5296,88,41,119,174,290000,200.0,5,2,2,0,1,0
1974,ESNEUX,13049,81,49,113,158,545000,221.0,4,2,4,0,1,0
1974,SPA,10543,109,61,140,130,195000,100.0,3,1,1,0,0,1
1974,LAMBERMONT,3227,92,45,123,141,890000,456.0,7,1,4,0,1,0
1974,HAMOIR,3874,65,69,112,143,300000,129.0,2,1,16,0,1,0
1974,WAREMME,15437,51,54,78,191,189000,85.0,2,1,1,0,0,1
1974,JAMBES,19399,1,94,67,155,365000,200.0,5,1,2,1,1,0
1974,PETIT-HALLET,14291,31,74,60,189,329000,155.0,3,1,1,0,1,0
1974,WAREMME,15437,51,54,78,191,320000,180.0,4,1,3,1,1,0
1974,LATINNE,5579,41,66,73,190,545000,272.0,3,1,16,1,1,0
1974,FLORENNES,11410,35,135,99,160,225000,150.0,2,1,5,0,1,0
1974,OUFFET,2797,60,63,105,150,495000,287.0,5,1,1,0,1,0
1974,OUPEYE,25297,73,23,103,187,299000,223.0,3,1,8,1,1,0
1975,ARLON,30047,129,156,188,33,440000,255.0,5,1,1,1,1,0
1975,METTET,12000,28,126,90,163,359000,300.0,4,1,6,0,1,0
1975,HOTTON,6043,53,90,115,131,58000,52.0,1,1,2,0,0,1
1975,HOTTON,6043,53,90,115,131,58000,52.0,1,1,2,0,0,0
1975,ARLON,30047,129,156,188,33,154900,84.0,2,1,1,0,0,1
1975,MESSANCY,8283,136,179,195,31,385000,161.0,4,1,1,0,1,0
1975,HUY,21293,38,68,86,162,299500,200.0,7,1,5,1,1,0
1975,RETINNE,16088,80,33,111,165,155000,109.0,2,1,1,0,1,0
1976,TEMPLOUX,1900,9,96,63,168,255000,94.0,2,1,8,1,1,0
1976,MARTELANGE,1584,105,137,166,50,495000,240.0,4,1,5,0,1,0
1976,VEDRIN,494325,5,90,62,155,475000,245.0,5,2,4,0,1,0
1976,ARLON,30047,129,156,188,33,495000,205.0,4,1,4,0,1,0
1976,JUPRELLE,8405,67,36,93,182,382000,280.0,3,1,1,1,1,0
1976,HOUFFALIZE,4802,104,100,164,103,225000,120.0,2,1,3,0,1,0
1976,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,338000,354.0,5,2,4,1,1,0
1976,BEAUFAYS,21012,79,47,111,153,485000,170.0,3,2,8,1,1,0
1976,LIÈGE,195965,65,32,97,166,245000,90.0,2,1,1,0,0,1
1976,SAINT-NICOLAS,24392,63,43,97,170,209000,175.0,3,1,3,0,1,0
1976,JAMBES,19399,1,94,67,155,170000,80.0,2,1,1,0,0,1
1976,JAMBES,19399,1,94,67,155,179000,80.0,2,1,1,0,0,1
1976,NAMUR,110175,0,93,66,154,105000,45.0,1,1,1,0,0,1
1976,VIELSALM,7897,96,94,164,97,236000,261.0,3,1,2,0,1,0
1977,ARLON,30047,129,156,188,33,250000,130.0,3,1,1,0,0,1
1977,DINANT,13544,28,126,98,135,980000,624.0,5,3,16,0,1,0
1977,MORMONT,2968,68,80,145,129,450000,234.0,6,1,1,0,1,0
1977,LIÈGE,195965,65,32,97,166,175000,90.0,2,1,2,0,0,1
1977,HERMÉE,25297,71,29,101,185,189000,105.0,3,1,6,1,0,1
1977,HOUTAIN-SAINT-SIMÉON,1963,74,24,105,189,370000,210.0,5,2,4,1,1,0
1977,GEMBLOUX,25933,20,105,46,179,150000,70.0,2,1,1,0,0,1
1977,HERMÉE,25297,71,29,101,185,189000,105.0,3,1,6,1,0,1
1977,CIPLET,5579,25,73,71,179,349000,215.0,4,1,2,0,1,0
1977,ARLON,30047,129,156,188,33,190000,85.0,2,1,1,0,0,1
1977,OREYE,3464,59,30,80,187,430000,250.0,4,3,4,1,1,0
1977,VERVIERS,55592,94,46,124,140,185000,110.0,3,1,1,0,0,1
1978,CHERATTE,4679,72,22,103,177,235000,150.0,3,1,2,1,1,0
1978,JUPRELLE,8405,67,36,93,182,319000,100.0,3,1,3,1,1,0
1978,LIÈGE,195965,65,32,97,166,150000,100.0,2,1,1,0,0,1
1978,LIÈGE,195965,65,32,97,166,255000,103.0,3,1,1,0,0,1
1978,NAMUR,110175,0,93,66,154,325000,146.0,4,1,1,0,0,1
1978,EMBOURG,8062,71,39,104,161,185000,135.0,3,3,5,0,1,0
1978,HACCOURT,3851,76,19,106,183,289000,134.0,4,1,6,0,1,0
1978,HORION-HOZÉMONT,1911,50,47,90,183,335000,200.0,5,1,3,1,1,0
1978,SAINT-NICOLAS,24392,63,43,97,170,144900,90.0,3,1,3,0,0,1
1978,NAMUR,110175,0,93,66,154,325000,165.0,4,1,2,0,0,1
1978,HERSTAL,600000,72,27,103,175,395000,457.0,3,2,1,0,1,0
1979,FLAWINNE,4456,6,98,71,161,360000,220.0,4,1,2,0,1,0
1979,BELGRADE,4759,4,97,69,158,240000,157.0,2,1,1,0,1,0
1979,AYENEUX,16235,83,35,114,163,320000,140.0,3,1,4,1,1,0
1979,LOUVEIGNÉ,14645,86,54,119,149,279000,245.0,3,2,7,1,1,0
1979,BOUGE,4507,2,92,64,153,349000,219.0,3,1,3,1,1,0
1979,ENGIS,6206,52,51,97,166,249500,120.0,3,1,7,0,1,0
1979,ANDRIMONT,4359,93,45,123,145,154000,91.0,2,1,1,0,0,1
1979,WAIMES,7376,129,81,159,114,450000,173.0,5,2,7,1,1,0
1979,FRAITURE,400,82,87,151,115,349000,162.0,4,1,6,1,1,0
1979,TINLOT,2747,54,59,97,151,349000,162.0,4,1,6,1,1,0
1979,NANDRIN,5539,57,55,111,156,349000,162.0,4,1,6,1,1,0
1979,LAMBERMONT,3227,92,45,123,141,550000,230.0,3,2,10,1,1,0
1980,MESSANCY,8283,136,179,195,31,350000,220.0,4,1,3,1,1,0
1980,HUCCORGNE,660,32,63,80,180,450000,200.0,3,1,4,0,1,0
1980,HOTTON,6043,53,90,115,131,299000,249.0,5,1,2,0,1,0
1980,DALHEM,6996,78,20,109,182,475000,210.0,3,2,1,0,1,0
1980,AYWAILLE,12000,91,59,123,146,249000,212.0,4,2,8,0,1,0
1980,EMBOURG,8062,71,39,104,161,569000,230.0,5,2,4,0,1,0
1980,ARLON,30047,129,156,188,33,440000,150.0,3,2,1,0,1,0
1980,NAMUR,110175,0,93,66,154,350000,200.0,3,1,2,1,1,0
1980,CHAMPLON,2561,65,109,126,101,195000,237.0,4,1,6,1,1,0
1980,LIÈGE,195965,65,32,97,166,395000,237.0,4,1,6,0,1,0
1980,XHORIS,1450,71,66,131,144,295000,340.0,11,2,1,0,1,0
1981,VIELSALM,7897,96,94,164,97,290000,143.0,5,1,10,1,1,0
1981,GRÂCE-HOLLOGNE,23574,56,41,94,177,229000,210.0,2,1,2,0,1,0
1981,TINTIGNY,4200,118,161,177,52,349000,245.0,5,2,5,1,1,0
1981,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,299000,130.0,4,1,3,1,1,0
1982,ROTHEUX-RIMIÈRE,9798,60,48,111,163,249000,120.0,3,1,1,1,1,0
1982,DINANT,13544,28,126,98,135,399000,232.0,5,1,8,1,1,0
1982,SAIVE,13300,76,29,107,175,299000,158.0,4,1,2,0,1,0
1982,VIRTON,11233,133,175,191,52,200000,130.0,4,1,1,1,1,0
1982,SAINT-VITH,9169,141,93,171,93,195000,95.0,4,3,2,1,1,0
1983,HERMÉE,25297,71,29,101,185,365000,170.0,4,2,3,1,1,0
1983,CINEY,16439,30,119,91,132,349000,170.0,4,1,2,1,1,0
1983,SOMME-LEUZE,4656,49,76,110,136,99500,65.0,3,1,10,1,1,0
1983,WAREMME,15437,51,54,78,191,550000,480.0,5,1,8,1,1,0
1983,LIGNEY,8226,46,61,72,194,550000,480.0,5,1,8,1,1,0
1983,HERSTAL,600000,72,27,103,175,379000,427.0,3,1,4,1,1,0
1984,PALISEUL,5393,77,163,136,92,199000,184.0,4,1,4,0,1,0
1984,HERBEUMONT,1536,99,165,158,81,290000,171.0,4,2,4,1,1,0
1985,AUBEL,4275,93,27,123,153,399000,193.0,4,1,1,1,1,0
1985,LONCIN,3105,61,35,90,173,265000,142.0,3,2,2,1,1,0
1985,COUTHUIN,5277,28,70,76,176,239000,180.0,4,1,5,0,1,0
1985,MEIX-LE-TIGE,730,42,177,193,38,375000,201.0,4,2,1,1,1,0
1985,STEMBERT,55198,96,49,127,141,149000,85.0,2,1,1,0,0,1
1985,TENNEVILLE,2561,67,111,128,98,209000,160.0,4,1,4,0,1,0
1985,VIELSALM,7897,96,94,164,97,66105,28.0,1,1,1,0,1,0
1986,DURBUY,11374,56,83,117,141,280000,190.0,4,1,3,1,1,0
1986,METZERT,531,133,152,192,37,450000,168.0,4,1,2,0,1,0
1986,VIELSALM,7897,96,94,164,97,169000,152.0,6,1,2,0,1,0
1986,MAFFE,254,43,75,105,139,395000,285.0,4,2,10,0,1,0
1987,AUBANGE,16042,140,182,198,34,650000,205.0,5,2,2,1,1,0
1987,MILMORT,39958,67,30,97,182,615000,250.0,4,1,11,1,1,0
1987,HUY,21293,38,68,86,162,259000,112.0,3,1,1,1,0,1
1987,STEMBERT,55198,96,49,127,141,215000,126.0,2,1,2,0,1,0
1987,SOUMAGNE,16888,81,33,112,168,300000,163.0,3,1,6,0,1,0
1987,ARLON,30047,129,156,188,33,545000,279.0,5,1,1,0,1,0
1987,SOUMAGNE,16888,81,33,112,168,299000,270.0,3,2,4,1,1,0
1987,SOUMAGNE,16888,81,33,112,168,300000,163.0,3,1,6,0,1,0
1988,HAM-SUR-SAMBRE,19074,22,107,78,178,220000,125.0,3,1,2,1,1,0
1988,PALISEUL,5393,77,163,136,92,265000,143.0,5,1,1,0,1,0
1989,BEAUFAYS,21012,79,47,111,153,349000,360.0,4,2,6,1,1,0
1989,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,549000,310.0,7,2,2,0,1,0
1990,BURDINNE,3236,21,74,75,175,375000,210.0,2,1,6,1,1,0
1990,FIZE-FONTAINE,6051,41,57,89,190,359000,215.0,3,1,4,0,1,0
1990,LOUVEIGNÉ,14645,86,54,119,149,649000,350.0,4,3,10,1,1,0
1990,GRÂCE-HOLLOGNE,23574,56,41,94,177,229000,93.0,3,1,3,0,1,0
1990,VIRTON,11233,133,175,191,52,169000,70.0,2,1,3,0,1,0
1990,WÉPION,6538,6,99,71,160,1250000,437.0,10,6,4,0,1,0
1990,JAMBES,19399,1,94,67,155,650000,445.0,3,1,4,0,1,0
1991,MEUX,1851,17,94,54,165,430000,202.0,4,1,5,0,1,0
1991,LA BRUYÈRE,9226,8,97,58,161,390000,202.0,4,1,5,0,1,0
1991,SPRIMONT,14645,83,52,116,147,95000,64.0,2,1,1,0,1,0
1992,MEIX-DEVANT-VIRTON,2812,131,174,190,58,380000,232.0,5,1,6,0,1,0
1992,LIÈGE,195965,65,32,97,166,219000,110.0,3,1,1,0,0,1
1992,FAUVILLERS,2071,115,137,174,59,295000,300.0,5,2,2,1,1,0
1992,TINTIGNY,4200,118,161,177,52,398500,177.36,3,1,1,1,1,0
1992,PETIT-RECHAIN,55198,89,42,120,143,360000,176.0,5,1,3,0,1,0
1992,STOUMONT,3104,106,74,139,147,795000,594.0,10,7,12,0,1,0
1992,BERTRIX,8164,88,159,147,84,349000,214.0,4,1,1,0,1,0
1992,MARCHE-EN-FAMENNE,17455,45,88,106,122,599000,582.0,7,2,8,1,1,0
1992,FLÉMALLE,25140,55,47,99,182,109000,132.0,2,1,1,0,1,0
1993,VILLERS-SAINT-SIMÉON,8405,68,38,93,183,475000,210.0,4,3,4,1,1,0
1993,HEUSY,55198,94,47,125,162,490000,285.0,3,1,4,1,1,0
1993,JAMBES,19399,1,94,67,155,249000,110.0,3,2,4,0,0,0
1993,TROOZ,8172,76,40,108,157,389000,200.0,4,1,5,1,1,0
1993,HOGNE,758,40,89,101,126,245000,114.0,2,1,3,0,1,0
1993,SAUVENIÈRE,21946,20,105,49,177,460000,190.0,4,1,3,1,1,0
1993,NEUVILLE-EN-CONDROZ,9798,57,50,105,161,328000,170.0,3,1,2,1,1,0
1993,MICHEROUX,15894,79,32,110,166,360000,250.0,7,2,3,1,1,0
1994,DAVE,1498,7,102,74,149,210000,143.0,3,1,6,1,1,0
1994,AISCHE-EN-REFAIL,1106,21,98,52,169,315000,165.0,5,2,4,0,1,0
1994,GRÂCE-HOLLOGNE,23574,56,41,94,177,269000,230.0,3,1,1,1,1,0
1994,TROOZ,8172,76,40,108,157,343000,120.0,3,1,4,1,1,0
1994,CIERGNON,67,42,129,101,116,545000,230.0,4,1,5,0,1,0
1994,VILLERS-LE-BOUILLET,6600,41,58,89,190,285000,125.0,2,1,4,0,1,0
1994,BEAUFAYS,21012,79,47,111,153,1250000,280.0,3,2,6,0,1,0
1994,CHERATTE,4679,72,22,103,177,349000,180.0,4,1,3,1,1,0
1994,DALHEM,6996,78,20,109,182,420000,215.0,4,2,6,0,1,0
1994,BOVESSE,896,11,96,69,168,395000,192.0,3,1,1,0,1,0
1994,NANDRIN,5539,57,55,111,156,359000,224.0,4,1,5,0,1,0
1994,OUGRÉE,64270,64,38,100,169,185000,80.0,2,1,1,0,0,1
1995,LIÈGE,195965,65,32,97,166,144000,81.0,2,1,1,0,0,1
1995,HEINSTERT,4802,124,147,182,47,350000,205.0,4,1,1,1,1,0
1995,LIÈGE,195965,65,32,97,166,140000,65.0,2,1,3,0,0,1
1995,DURBUY,11374,56,83,117,141,130000,110.0,3,1,2,0,1,0
1995,HACCOURT,3851,76,19,106,183,674000,510.0,5,2,10,0,1,0
1995,NANINNE,110939,9,98,70,146,399000,185.0,4,1,2,0,1,0
1995,HERVE,17598,83,35,113,149,725000,320.0,4,3,6,1,1,0
1995,CÉREXHE-HEUSEUX,1173,78,30,108,170,725000,320.0,4,3,3,1,1,0
1995,OLNE,4035,87,39,117,162,150000,75.0,2,1,1,0,0,1
1995,HERSTAL,600000,72,27,103,175,325000,160.0,5,1,3,0,1,0
1995,XHENDREMAEL,1595,64,42,90,180,389000,210.0,5,1,9,1,1,0
1995,LONTZEN,5695,101,53,131,161,389000,188.0,3,3,4,0,1,0
1995,JUPILLE-SUR-MEUSE,10784,77,29,108,167,135000,65.0,2,1,2,1,0,1
1995,HASTIÈRE-LAVAUX,5230,49,136,108,145,450000,320.0,3,1,8,0,1,0
1996,MARCHE-EN-FAMENNE,17455,45,88,106,122,229000,91.0,2,1,2,0,0,1
1996,HUY,21293,38,68,86,162,555000,430.0,6,2,8,1,1,0
1996,BEEZ,110939,4,91,64,152,349000,118.0,3,1,6,1,1,0
1996,EUPEN,20026,101,54,132,149,225000,70.0,2,1,1,0,0,1
1996,LA REID,11571,97,64,130,152,320000,120.0,2,1,6,0,1,0
1996,EGHEZÉE,15169,15,86,59,165,230000,117.0,3,1,2,0,0,1
1997,WARDIN,2515,94,123,155,69,419000,200.0,4,2,1,1,1,0
1997,WARDIN,2515,94,123,155,69,435000,200.0,3,3,3,1,1,0
1997,SPRIMONT,14645,83,52,116,147,379000,180.0,4,1,5,1,1,0
1997,THEUX,12025,100,52,131,156,310000,165.0,3,1,6,1,1,0
1997,LOUVEIGNÉ,14645,86,54,119,149,379000,180.0,4,1,5,1,1,0
1997,ROCOURT,197355,63,32,97,166,465000,160.0,3,1,6,1,1,0
1997,CHÊNÉE,195965,69,36,101,164,299000,190.0,4,1,5,1,1,0
1997,REMICOURT,5012,52,50,79,187,295000,106.0,3,1,2,1,1,0
1997,MALMEDY,12654,121,73,151,116,359000,194.0,5,1,5,0,1,0
1997,MEUX,1851,17,94,54,165,325000,150.0,3,1,3,1,1,0
1997,BEYNE-HEUSAY,11711,73,34,105,166,335000,117.0,2,1,4,0,1,0
1997,BEYNE-HEUSAY,11711,73,34,105,166,335000,117.0,2,1,4,0,1,0
1997,BASTOGNE,16377,86,118,147,83,835000,550.0,8,4,8,0,1,0
1997,LA CALAMINE,11061,102,41,133,161,180000,120.0,2,1,1,0,0,1
1997,LOYERS,1352,7,95,68,152,430000,179.0,4,1,4,0,1,0
1998,HENRI-CHAPELLE,9920,95,33,125,154,495000,185.0,3,1,2,0,1,0
1998,BASTOGNE,16377,86,118,147,83,310000,246.0,3,1,5,1,1,0
1998,BERLOZ,2781,42,61,70,198,695000,270.0,5,1,4,1,1,0
1998,BERLOZ,2781,42,61,70,198,695000,270.0,5,1,4,1,1,0
1998,BUZENOL,5389,122,165,181,45,585000,180.0,5,1,2,0,1,0
1998,VOTTEM,7464,67,32,97,173,375000,130.0,3,1,3,1,1,0
1998,CORNIMONT,3307,89,163,148,105,270000,183.0,5,1,1,0,1,0
1998,BOIS-DE-VILLERS,1720,11,104,76,155,350000,145.0,3,1,8,0,1,0
1998,NAMUR,110175,0,93,66,154,730000,510.0,10,4,10,1,1,0
1999,HUY,21293,38,68,86,162,164500,75.0,1,1,3,0,0,1
1999,PROFONDEVILLE,12117,12,107,80,151,345000,198.0,4,2,1,0,1,0
1999,HERSTAL,600000,72,27,103,175,335000,160.0,3,2,4,1,1,0
1999,LES WALEFFES,3468,43,62,76,191,395000,223.0,4,1,5,0,1,0
1999,HEURE,629,41,86,102,136,145000,100.0,2,2,2,0,1,0
1999,BONCELLES,64270,67,43,103,162,359000,165.0,3,1,5,1,1,0
1999,GEMBLOUX,25933,20,105,46,179,470000,270.0,5,2,2,0,1,0
1999,VIERSET-BARSE,3722,50,72,95,157,385000,250.0,4,1,6,1,1,0
1999,TONGRINNE,8226,19,105,55,177,470000,270.0,5,2,2,0,1,0
1999,CORBION,5427,101,187,160,110,275000,165.0,4,1,1,0,1,0
2000,EGHEZÉE,15169,15,86,59,165,240000,80.0,2,1,1,0,0,1
2000,SILENRIEUX,4927,50,145,88,173,875000,600.0,6,2,7,0,1,0
2000,LOUVEIGNÉ,14645,86,54,119,149,399000,180.0,5,2,5,0,1,0
2000,OUPEYE,25297,73,23,103,187,439000,289.0,4,1,3,0,1,0
2000,HERSTAL,600000,72,27,103,175,439000,289.0,4,1,3,0,1,0
2000,HANNUT,16676,36,71,64,185,330000,180.0,3,2,4,0,1,0
2000,TROGNÉE,14291,34,65,65,188,400000,200.0,4,2,8,1,1,0
2000,NEUVILLE-EN-CONDROZ,9798,57,50,105,161,475000,300.0,5,1,6,1,1,0
2000,HANNUT,16676,36,71,64,185,335000,195.0,4,1,4,0,1,0
2000,ANS,27322,63,35,91,173,265000,170.0,2,1,2,0,1,0
2000,BOIS-DE-VILLERS,1720,11,104,76,155,275000,130.0,3,1,1,1,1,0
2000,EREZÉE,3228,64,90,125,130,400000,226.0,5,2,8,1,1,0
2000,HEINSTERT,4802,124,147,182,47,570000,157.0,3,1,1,0,1,0
2000,HERSTAL,600000,72,27,103,175,449000,275.0,5,2,2,0,1,0
2000,LATOUR,2389,135,178,194,51,340000,140.0,3,1,1,0,1,0
2001,SAINT-GEORGES-SUR-MEUSE,7000,46,50,103,195,369000,260.0,4,1,2,1,1,0
2001,FLÉMALLE-GRANDE,26174,56,46,98,173,310000,140.0,3,1,3,1,1,0
2001,ROTHEUX-RIMIÈRE,9798,60,48,111,163,345000,180.0,3,1,4,1,1,0
2001,JALHAY,8590,103,55,133,137,625000,328.0,6,4,10,0,1,0
2001,JUPILLE-SUR-MEUSE,10784,77,29,108,167,360000,203.0,4,2,8,1,1,0
2001,JALHAY,8590,103,55,133,137,298000,132.0,3,1,1,0,0,1
2002,FAIMES,3955,46,56,76,195,290000,145.0,4,2,3,1,1,0
2002,VIVY,5477,86,160,144,101,220000,144.0,3,1,2,0,1,0
2002,WAREMME,15437,51,54,78,191,190000,110.0,3,1,1,0,0,0
2002,BEAUFAYS,21012,79,47,111,153,420000,125.0,3,1,2,0,0,1
2002,JUPRELLE,8405,67,36,93,182,449000,275.0,4,1,3,1,1,0
2002,JAMBES,19399,1,94,67,155,219900,86.0,2,1,1,0,0,1
