kaufpreis,baujahr,Wohnung,Haus,fläche_m2,schlafzimmer,badezimmer,parkplätze,garten,stadt,Bevölkerung,Deutschland,Belgien,Luxemburg,Frankreich
350000,2020,1,0,95.0,2,1,2,1,THIONVILLE,40665,0,0,0,1
178900,2020,0,1,115.0,3,1,1,0,ANGEVILLERS,1248,0,0,0,1
345000,2020,0,1,112.0,3,1,1,1,RODEMACK,1167,0,0,0,1
175000,2020,0,1,90.0,3,1,1,1,FAULQUEMONT,5397,0,0,0,1
175000,2020,0,1,90.0,3,1,1,1,SAINT-AVOLD,15748,0,0,0,1
179000,2020,0,1,96.0,3,1,1,1,FAULQUEMONT,5397,0,0,0,1
179000,2020,0,1,96.0,3,1,1,1,SAINT-AVOLD,15748,0,0,0,1
254000,2020,0,1,119.0,3,2,1,1,YUTZ,16064,0,0,0,1
350000,2020,0,1,136.0,3,1,3,0,KANFEN,1142,0,0,0,1
322000,2020,0,1,195.0,3,3,3,0,KANFEN,1142,0,0,0,1
254000,2020,0,1,119.0,3,2,1,1,SIERCK-LES-BAINS,1712,0,0,0,1
310000,2020,0,1,124.0,4,1,1,1,MONDORFF,555,0,0,0,1
219000,2020,0,1,97.0,3,1,1,1,SIERCK-LES-BAINS,1712,0,0,0,1
300000,2020,0,1,115.0,4,1,1,1,THIONVILLE,40665,0,0,0,1
300000,2020,0,1,115.0,4,1,1,1,SIERCK-LES-BAINS,1712,0,0,0,1
376000,2020,0,1,118.0,4,1,4,1,MALROY,367,0,0,0,1
343940,2020,0,1,108.0,4,1,4,1,MALROY,367,0,0,0,1
219000,2020,0,1,97.0,3,1,1,1,FLASTROFF,320,0,0,0,1
300000,2020,0,1,115.0,4,1,1,1,CONTZ-LES-BAINS,497,0,0,0,1
310000,2020,0,1,124.0,4,1,1,1,CONTZ-LES-BAINS,497,0,0,0,1
254000,2020,0,1,119.0,3,2,1,1,KIRSCHNAUMEN,472,0,0,0,1
280000,2020,0,1,134.0,3,2,1,1,KIRSCHNAUMEN,472,0,0,0,1
250000,2020,0,1,163.0,4,1,1,0,VIONVILLE,186,0,0,0,1
179000,2020,0,1,96.0,3,1,1,1,FOLSCHVILLER,4089,0,0,0,1
175000,2020,0,1,90.0,3,1,1,1,FOLSCHVILLER,4089,0,0,0,1
235000,2020,0,1,109.0,3,1,1,1,BOUZONVILLE,3993,0,0,0,1
170000,2020,0,1,90.0,3,1,1,1,FARÉBERSVILLER,5531,0,0,0,1
187000,2020,1,0,50.0,2,1,2,0,AUDUN-LE-TICHE,6753,0,0,0,1
258000,2020,1,0,84.02,2,1,1,0,TRESSANGE,2069,0,0,0,1
256000,2020,1,0,84.02,2,1,1,0,TRESSANGE,2069,0,0,0,1
256000,2020,1,0,84.02,2,1,1,0,TRESSANGE,2069,0,0,0,1
269000,2020,1,0,81.15,2,1,1,1,TRESSANGE,2069,0,0,0,1
